job_number,job_type,job_description,bldg_type,occ_init,occ_prop,occ_category,stories_init,stories_prop,zoningsft_init,zoningsft_prop,units_init,units_prop,units_net,units_complete,units_incomplete,co_earliest_effectivedate,co_latest_effectivedate,co_latest_certtype,co_latest_units,status,status_date,status_a,status_d,status_p,status_q,status_r,status_x,address_house,address_street,address,bin,bbl,boro,geo_address_house,geo_address_street,geo_address,geo_bin,geo_bbl,geo_boro,geo_cd,geo_ntacode2010,geo_censusblock2010,geo_csd,geo_council,x_dcpedited,x_mixeduse,x_inactive,x_outlier,x_geomsource,x_reason,latitude,longitude,geom
121033390,Demolition,DEMOLITION OF EXISTING 1 STORY DETACHED BUILDING AND ADJACENT OIL TANK OPEN ENCLOSURE.,OTHERS,Assembly: Other,Empty Lot,Other,1,0,0,0,,0,,,,,,,,Complete (demolition),06/11/2012 12:00:00 AM,04/03/2012,04/03/2012,04/03/2012,2012-05-04,05/04/2012,06/11/2012,147,GOVERNORS ISLAND,147 GOVERNORS ISLAND,1088358,1000010010,Manhattan,147,GOVERNORS ISLAND,147 GOVERNORS ISLAND,1088358,1000010010,1,101,MN99,5,02,01,,,false,,BBL geosupport,,40.6887992144258,-74.0186713005974,0101000020E6100000245C1CE9318152C016BC99922A584440
121033407,Demolition,DEMOLITION OF EXISTING 1 STORY DETACHED BUILDING.,OTHERS,Assembly: Other,Empty Lot,Other,1,0,0,0,,0,,,,,,,,Complete (demolition),06/11/2012 12:00:00 AM,04/03/2012,04/03/2012,04/03/2012,2012-05-04,05/04/2012,06/11/2012,148,CARDER ROAD,148 CARDER ROAD,1086420,1000010010,Manhattan,148,CARDER ROAD,148 CARDER ROAD,1086420,1000010010,1,101,MN99,5,02,01,,,false,,BBL geosupport,,40.6887992144258,-74.0186713005974,0101000020E6100000245C1CE9318152C016BC99922A584440
320518249,Demolition,BUILDING DEMOLITION.  MECHANICAL PLANS TO BE PREAPRED BY LICENSED ENGINEER AND SUBMITTED TO THE NYC BEST SQUAD FOR REVIEW AND APPROVAL.,OTHERS,Assembly: Other,Empty Lot,Other,2,0,0,0,0,0,0,0,0,,,,,Complete (demolition),03/26/2013 12:00:00 AM,07/25/2012,07/25/2012,07/25/2012,2012-12-10,12/10/2012,03/26/2013,61,PARK PLACE,61 PARK PLACE,3018891,3009380053,Brooklyn,61,PARK PLACE,61 PARK PLACE,3018891,3009387503,3,306,BK37,12902,13,39,,,false,,BBL geosupport,,40.6791110736204,-73.9761860949634,0101000020E61000005E2B3ED5797E52C087C6951CED564440
320714232,Alteration,NO WORK APPLICATION,OTHERS,Assembly: Other,Assembly: Other,Other,2,2,12600,12600,,,,,,,,,,Withdrawn,08/06/2013 12:00:00 AM,07/24/2013,07/24/2013,,,,,2913,AVENUE L,2913 AVENUE L,3208621,3076290001,Brooklyn,2913,AVENUE L,2913 AVENUE L,3208621,3076290001,3,314,BK43,748,22,45,,,true,,BBL geosupport,,40.6221792320336,-73.9463303644297,0101000020E6100000FF9B3BAD907C52C0D6EAAE91A34F4440
121736979,Demolition,"FULL DEMOLITION OF FOUR STORY STRUCTURE, USING MECHANICAL MEANS.",OTHERS,Assembly: Other,Empty Lot,Other,4,0,0,0,1,0,-1,-1,0,,,,,Complete (demolition),06/02/2014 12:00:00 AM,09/11/2013,09/11/2013,09/11/2013,2014-01-15,01/17/2014,06/02/2014,526,WEST 28TH ST,526 WEST 28TH ST,1012416,1006990049,Manhattan,526,WEST 28 STREET,526 WEST 28 STREET,1090205,1006990049,1,104,MN13,99,02,03,,,false,,BBL geosupport,,40.7510875009903,-74.00344044679,0101000020E6100000999C475E388052C001989EA223604440
220417635,Demolition,FILING FULL DEMOLITION OF EXISTING BUILDING,OTHERS,Assembly: Other,Empty Lot,Other,1,0,0,0,,0,,,,,,,,Complete (demolition),01/06/2016 12:00:00 AM,12/03/2014,12/03/2014,12/03/2014,2015-09-22,10/02/2015,01/06/2016,6159,BROADWAY,6159 BROADWAY,2084349,2058141189,Bronx,6159,BROADWAY,6159 BROADWAY,2084349,2058141189,2,208,BX22,351,10,11,,,false,,BBL geosupport,,40.8951493710232,-73.8969782299507,0101000020E61000002FB76017687952C031CA2C4194724440
321128659,Demolition,FULL DEMOLITION FOR A ONE STORY BUILDING,OTHERS,Assembly: Other,Empty Lot,Other,1,0,0,0,,0,,,,,,,,In progress,05/12/2015 12:00:00 AM,05/12/2015,05/12/2015,05/12/2015,,,,482,GRAND AVENUE,482 GRAND AVENUE,3057644,3020140042,Brooklyn,482,GRAND AVENUE,482 GRAND AVENUE,3057644,3020140042,3,302,BK69,201,13,35,,,false,,BBL geosupport,,40.6816538452683,-73.9617853207245,0101000020E6100000379204E48D7D52C05E4FE66E40574440
122516223,Demolition,FULL DEMOLITION OF 5 STORY BRICK BUILDING,OTHERS,Assembly: Other,Empty Lot,Other,4,0,0,0,,0,,,,,,,,Complete (demolition),03/02/2016 12:00:00 AM,09/02/2015,09/02/2015,09/02/2015,2015-10-28,11/13/2015,03/02/2016,116,UNIVERSITY PLACE,116 UNIVERSITY PLACE,1009385,1005700022,Manhattan,116,UNIVERSITY PLACE,116 UNIVERSITY PLACE,1009385,1005700022,1,102,MN23,61,02,02,,,false,,BBL geosupport,,40.7345490906598,-73.9926292510091,0101000020E6100000C988D63C877F52C05BD860B4055E4440
321716791,Demolition,FULL DEMOLITION OF 3 FAMILY BUILDING WITH CELLAR,1-2-3 FAMILY,Assembly: Other,Empty Lot,Other,3,0,0,0,2,0,-2,-2,0,,,,,Complete (demolition),08/20/2018 12:00:00 AM,01/18/2018,01/18/2018,01/18/2018,2018-07-09,07/09/2018,08/20/2018,1614,FULTON STREET,1614 FULTON STREET,3047967,3016990034,Brooklyn,1614,FULTON STREET,1614 FULTON STREET,3047967,3016990034,3,303,BK61,271,16,36,,,false,,BBL DOB,,40.6794297722118,-73.9363504410129,0101000020E6100000B86F662AED7B52C010CA058EF7564440
322061503,Alteration,CONVERTING EXISTING COMMERCIAL SPACE TO AMBULATORY DIAGNOSTIC AND/OR HEALTH TREATMENT FACILITIES AS PER PLAN.,OTHERS,Commercial,Assembly: Other,Other,2,2,4722,4722,,,,,,,,,,In progress (last plan disapproved),11/28/2018 12:00:00 AM,11/23/2018,11/23/2018,,,,,4424,18 AVE,4424 18 AVE,3127516,3054070092,Brooklyn,4424,18 AVENUE,4424 18 AVENUE,3127516,3054070092,3,312,BK88,478,20,44,,,false,,BBL geosupport,,40.6306844803186,-73.9779421085825,0101000020E61000008C6F7F9A967E52C01288E044BA504440
120676143,Alteration,FILING ALTERATION TYPE 1 APPLICATION TO AMEND THE CERTIFICATE OF OCCUPANCY TO ESTABLISH A NEW ROOF OCCUPANCY. CONSTRUCTION OF VESTIBULE AND INTERIOR RENOVATION OF NON LOAD BEARING PARTITIONS AND RELATED FINISHES AS PER PLANS FILED HEREWITH.,OTHERS,Public,Assembly: Other,Other,6,6,1,1,,,,,,2011-09-26,2018-11-27,T- TCO,0,Complete,08/22/2011 12:00:00 AM,04/28/2011,04/29/2011,08/02/2011,2011-08-22,08/22/2011,,520,PARK AVE,520 PARK AVE,1090526,1013750036,Manhattan,520,PARK AVENUE,520 PARK AVENUE,1090526,0000000000,0,108,MN40,11401,02,04,,,false,,BBL DOB,,40.7638782054231,-73.9696238918429,0101000020E6100000AE385E510E7E52C0B235D3C2C6614440
421309765,New Building,THIS NB APPLICATION IS FILED FOR 1 STORY TEMPLE.,OTHERS,Empty Lot,Assembly: Other,Other,0,1,0,4974,0,,,,,,,,,Permit issued,01/16/2019 12:00:00 AM,05/02/2016,05/05/2016,08/07/2018,2018-08-27,,,259-16,79 AVE,259-16 79 AVE,4177577,4086960028,Queens,259-16,79 AVENUE,259-16 79 AVENUE,4177577,4086960028,4,413,QN44,157902,26,23,,,false,,BBL geosupport,,40.7463567315222,-73.7119692078712,0101000020E610000036E44BE7906D52C0C0840C9E885F4440
520145272,Alteration,HEREWITH TO PROPOSE CONVERSION OF EXISTING CLUBHOUSE TO A PLACE OF WORSHIP AND NEW SECOND FLOOR ADDITION.,OTHERS,Assembly: Other,Assembly: Other,Other,1,2,1655,4174,,,,,,,,,,Permit issued,01/17/2019 12:00:00 AM,06/26/2013,06/26/2013,07/28/2015,2016-07-26,02/14/2017,,20,OREGON ROAD,20 OREGON ROAD,5048981,5033220034,Staten Island,20,OREGON ROAD,20 OREGON ROAD,5048981,5033220034,5,502,SI36,9601,31,50,,,false,,BBL geosupport,,40.5958255701068,-74.0874955217263,0101000020E61000001B17D186998552C059DD2403444C4440
320249414,Alteration,"CONVERSION OF ENTIRE BUILDING INTO MEDICAL CENTER. RENAMING FLOOR LEVELS. NEW PARTITIONS, PLUMBING, STRUCTURAL AND MECHANICAL. ENLARGEMENT OF MEZZANINE INTO A FULL SECOND FLOOR.",OTHERS,Assembly: Other,Commercial,Other,2,3,11606,14976,,,,,,,,,,Permit issued,11/06/2017 12:00:00 AM,12/09/2010,12/10/2010,04/07/2011,2011-05-05,06/22/2011,,1530,BEDFORD AVENUE,1530 BEDFORD AVENUE,3032562,3012590034,Brooklyn,1530,BEDFORD AVENUE,1530 BEDFORD AVENUE,3032562,3012590034,3,308,BK61,219,17,35,,,false,,BBL geosupport,,40.6708828396514,-73.9553318259593,0101000020E6100000AF541928247D52C013E0277DDF554440
310221514,Alteration,THIS APPLICATION IS FILED TO OBTAIN A NEW CERTIFICATE OF OCCUPANCY (CO). SAME USE AS EXISTING-SEE ATTACHED COPY OF EXISTING CO.ALSO THIS IS PART OF THE PROCESS FOR A NEW PUBLIC ASSEMBLY (PA) TO BE FILED LATER,OTHERS,Assembly: Other,Assembly: Other,Other,3,3,6000,6000,0,0,0,0,,,,,,Permit issued,08/15/2011 12:00:00 AM,11/24/2008,11/24/2008,06/30/2011,2011-08-15,08/15/2011,,423,NOSTRAND AVE,423 NOSTRAND AVE,3052273,3018330003,Brooklyn,419,NOSTRAND AVENUE,419 NOSTRAND AVENUE,3052273,3018330003,3,303,BK75,249,13,36,,,true,,BBL geosupport,,40.6831278045976,-73.9498185618172,0101000020E6100000E208CBD3C97C52C017DE5DBB70574440
310221499,Alteration,CONVERT EXISTING FACTORY BUILDING TO CHURCH FACILITY USE GROUP F-1B ASSEMBLY.,OTHERS,Commercial,Assembly: Other,Other,2,2,21317,21317,,,,,,,,,,Permit issued,03/22/2012 12:00:00 AM,11/24/2008,11/26/2008,06/22/2009,2010-06-25,06/25/2010,,620,PROSPECT PLACE,620 PROSPECT PLACE,3031113,3012310016,Brooklyn,620,PROSPECT PLACE,620 PROSPECT PLACE,3031113,3012310016,3,308,BK61,221,17,35,,,true,,BBL geosupport,,40.674682630578,-73.9559022248074,0101000020E61000002F6E86802D7D52C07EC11C005C564440
320017664,Alteration,CHANGE C.O. FROM CATERING HALL TO CABARET.  (NO WORK TO BE DONE),OTHERS,Assembly: Other,Eating & Drinking,Other,1,1,4575,4575,1,1,0,0,0,2010-04-09,2010-04-09,C- CO,1,Complete,04/09/2010 12:00:00 AM,05/15/2009,05/19/2009,10/22/2009,2009-11-05,11/05/2009,04/09/2010,4224,CHURCH AVENUE,4224 CHURCH AVENUE,3327770,3048960007,Brooklyn,4224,CHURCH AVENUE,4224 CHURCH AVENUE,3327770,3048960007,3,317,BK91,858,18,45,,,false,,BBL geosupport,,40.6511775035778,-73.9374418891242,0101000020E610000015EC430CFF7B52C0FEE0D0C859534440
520045380,Alteration,FILING HEREWITH ALTERATION TYPE 1 APPLICATION FOR HORIZONTAL ENLARGEMENT TO EXISTING CHURCH AND TO INSTALL A TEMPORARY CONSTRUCTION FENCE.,OTHERS,Assembly: Other,Assembly: Other,Other,3,3,15005,29555,,,,,,,,,,In progress (last plan disapproved),02/18/2015 12:00:00 AM,08/17/2010,08/17/2010,,,,,333,ARDEN AVENUE,333 ARDEN AVENUE,5077584,5057770008,Staten Island,333,ARDEN AVENUE,333 ARDEN AVENUE,5077584,5057770008,5,503,SI48,17007,31,51,,,false,,BBL geosupport,,40.5520658649728,-74.1897572962004,0101000020E6100000ED56C9FB248C52C0E1A52118AA464440
320563270,Alteration,"RENOVATION TO EXISTING BUILDING, FILING A NEW CERTIFICATE OF OCCUPANCY. WORK INCLUDE ,INSTALLATION OF WALLS AND BATHROOMS.",OTHERS,"Industrial, Storage & Utilities",Assembly: Other,Other,1,1,3310,4000,,,,,,,,,,In progress,05/21/2013 12:00:00 AM,10/24/2012,10/24/2012,05/21/2013,,,,888,EAST 59TH STREET,888 EAST 59TH STREET,3214949,3077620070,Brooklyn,888,EAST 59 STREET,888 EAST 59 STREET,3214949,3077620070,3,318,BK58,722,22,46,,,true,,BBL geosupport,,40.6317355517096,-73.9198493838991,0101000020E6100000EA45F3CFDE7A52C01428E7B5DC504440
420944241,Alteration,"NEW 2ND FLOOR ENLARGEMENT FOR EXISTING HOUSE OF WORSHIP. RENOVATION OF CELLAR AND 1ST FLOOR LEVELS. NEW PARTITIONS, WALL , CEILINGS AND FLOOR FINISHES TO BE ADDED. NEW C OF O TO BE OBTAINED.",OTHERS,Commercial,Assembly: Other,Other,1,2,3484,7337,,,,,,,,,,In progress (last plan disapproved),07/29/2014 12:00:00 AM,07/08/2014,07/08/2014,,,,,23-17,FRANCIS LEWIS BLVD,23-17 FRANCIS LEWIS BLVD,4129168,4057590023,Queens,23-17,FRANCIS LEWIS BOULEVARD,23-17 FRANCIS LEWIS BOULEVARD,4129168,4057590023,4,407,QN47,1017,25,19,,,false,,BBL geosupport,,40.7762258603135,-73.7990057227814,0101000020E61000006D2AE6E8227352C08B2D765E5B634440
122376213,Alteration,"FILING ALT1 CHANGE OF USE TO UG3 COMMUNITY FACILITY.OCCUPANCY TO INCLUDE F-1B ASSEMBLY SPACE (CHAPEL),F-2(DINING/REC RM) R-1(TRANSIENT SHELTER OCCUPANCY TO BE LESS THAN 30 DAYS)WORK INCLUDES ST DEMO TO PORTION OF ALL FLOORS FOR NEW ELEVATOR SHAFT & CONSTRUCTION OF FIRE RATED ELEVATOR SHAFT PARTITIONS. NO ENLARGEMENT OF ANY KIND. SEE COMMENTS SECT.",OTHERS,Public,Assembly: Other,Other,4,4,8480,8480,0,4,4,0,,,,,,In progress,06/19/2015 12:00:00 AM,04/23/2015,04/23/2015,06/19/2015,,,,61,RIVINGTON ST,61 RIVINGTON ST,1005484,1004150020,Manhattan,61,RIVINGTON STREET,61 RIVINGTON STREET,1005484,1004150020,1,103,MN27,18,01,01,,,false,,BBL geosupport,,40.720475453074,-73.9903402276162,0101000020E61000009461FABB617F52C00A43268A385C4440
321506429,Alteration,CONVERSION SPACE RETAIL TO HOUSE OF WORSHIP.,OTHERS,Commercial,Assembly: Other,Other,1,1,6030,6030,,,,,,,,,,In progress (last plan disapproved),09/25/2018 12:00:00 AM,03/10/2017,03/10/2017,,,,,5601,FLATLANDS AVENUE,5601 FLATLANDS AVENUE,3215798,3077820037,Brooklyn,5601,FLATLANDS AVENUE,5601 FLATLANDS AVENUE,3215798,3077820037,3,318,BK58,728,22,46,,,false,,BBL geosupport,,40.6301860904336,-73.9220045176913,0101000020E6100000E98F3C1F027B52C0346714F0A9504440
421522098,Alteration,"OBTAIN A NEW CERTIFICATE OF OCCUPANCY FOR CHURCH ESTABLISHMENT AT EXISTING 1 STORY BUILDING, INTERIOR & EXTERIOR RENOVATION INCLUDING MECHANICAL AND PLUMBING WORK.  NO CHANGE IN  EGRESS AND CONSTRUCTION CLASSIFICATION UNDER THIS APPLICATION.",OTHERS,Commercial,Assembly: Other,Other,1,1,3359,3359,,,,,,,,,,Permit issued,02/21/2018 12:00:00 AM,07/12/2017,07/12/2017,08/01/2017,2017-12-08,02/21/2018,,47-33,LITTLE NECK PARKWAY,47-33 LITTLE NECK PARKWAY,4171646,4082630146,Queens,47-33,LITTLE NECK PARKWAY,47-33 LITTLE NECK PARKWAY,4171646,4082630146,4,411,QN45,150702,26,19,,,false,,BBL geosupport,,40.7697814678152,-73.7322500453875,0101000020E6100000C15B4B2FDD6E52C0A8AAFA3288624440
123584193,Alteration,NO WORK APPLICATION TO ESTABLISH P.A. WHICH WAS ESTABLISH UNDER ALT. 545/82 BUT NEVER SIGNED OFF,OTHERS,Assembly: Other,Eating & Drinking,Other,1,1,2670,2670,,,,,,,,,,Permit issued,08/17/2018 12:00:00 AM,06/29/2018,06/29/2018,08/13/2018,2018-08-17,08/17/2018,,462,COLUMBUS AVENUE,462 COLUMBUS AVENUE,1032070,1012130030,Manhattan,462,COLUMBUS AVENUE,462 COLUMBUS AVENUE,1032070,1012130030,1,107,MN12,169,03,06,,,false,,BBL geosupport,,40.7841913964454,-73.9742428029374,0101000020E6100000B03E7CFE597E52C0D4C4386260644440
321383597,Alteration,"ALT ONE HEREWTIH FILED TO CHANGE THE USE OF THE EXISTING MANUFACTURING, 5 STORY AND CELLAR BUILDING TO OFFICE AND RETAIL USE.",OTHERS,Assembly: Other,Commercial,Other,5,5,34670,34670,,,,,,,,,,In progress,12/28/2018 12:00:00 AM,07/25/2018,07/28/2018,12/28/2018,,,,67,METROPOLITAN AV,67 METROPOLITAN AV,3062394,3023570025,Brooklyn,67,METROPOLITAN AVENUE,67 METROPOLITAN AVENUE,3062394,3023570025,3,301,BK73,555,14,33,,,false,,BBL geosupport,,40.7173655175534,-73.9639275133089,0101000020E6100000195806FDB07D52C0C2951EA2D25B4440
320624543,Alteration,"APPLICATION FILED HEREIN TO CHANGE THE USE OF THE CELLAR AND THE 1ST FLOOR TO A PHYSICAL CULTURE ESTABLISHMENT AND THE ASSOCIATED PLUMBING, MECHANICAL, AND GENERAL CONSTRUCTION WORK PLEASE SEE COMMENTS IN SECTION #24",OTHERS,Educational,Assembly: Other,Other,1,1,2340,2340,,,,,,,,,,Permit issued,11/15/2018 12:00:00 AM,04/09/2015,04/17/2015,07/18/2018,2018-11-15,,,248,FLATBUSH AVENUE,248 FLATBUSH AVENUE,3018773,3009360012,Brooklyn,248,FLATBUSH AVENUE,248 FLATBUSH AVENUE,3018773,3009360012,3,306,BK64,161,13,39,,,false,,BBL geosupport,,40.6795487075151,-73.9745361691351,0101000020E610000018CDF3CC5E7E52C07E68B973FB564440
320120622,Alteration,APPLICATION HEREBY FILED TO PROPOSE NEW FRONT ENTRANCE AND ALSO CHANGE USE AND OCCUPANCY TO CREATE NEW CHILDREN AMUSEMENT ARCADE. ALL INTERIOR WORK DONE UNDER APPLICATION 310226172.,OTHERS,Commercial,Assembly: Other,Other,1,1,2000,2000,,,,,,,,,,Withdrawn,02/01/2010 12:00:00 AM,01/12/2010,01/12/2010,,,,,1045,SURF AVENUE,1045 SURF AVENUE,3378132,3072680244,Brooklyn,1041,SURF AVENUE,1041 SURF AVENUE,3378132,3072680244,3,313,BK23,350,21,48,,,true,,BBL geosupport,,40.5757810804972,-73.9792345263856,0101000020E61000002D7C4AC7AB7E52C01232C731B3494440
320108673,Alteration,THIS APPLICATION FILED TO OBTAIN CERTIFICATE OF OCCUPANCY.  ALL WORK WAS PERFORMED UNDER APPICATIONS.,OTHERS,"Industrial, Storage & Utilities",Assembly: Other,Other,2,2,11880,11880,1,1,0,0,,,,,,Withdrawn,10/23/2012 12:00:00 AM,01/06/2010,02/05/2010,,,,,215,COOPER STREET,215 COOPER STREET,3079801,3034360053,Brooklyn,211,COOPER STREET,211 COOPER STREET,3079801,3034360053,3,304,BK77,409,32,37,,,true,,BBL geosupport,,40.6898766283926,-73.9056409608519,0101000020E6100000BB318105F67952C04D9C9AE04D584440
320253952,Alteration,NEW CERTIFICATE OF OCCUPANCY FOR DELI GROCERY STORE AT 1ST FLOOR.,OTHERS,Retail,Assembly: Other,Other,3,3,3980,3980,,,,,,2011-06-27,2012-06-15,C- CO,0,Complete,06/15/2012 12:00:00 AM,12/22/2010,12/22/2010,03/18/2011,2011-04-12,04/12/2011,06/15/2012,246,4TH AVE,246 4TH AVE,3007527,3004480035,Brooklyn,246,4 AVENUE,246 4 AVENUE,3007527,3004480034,3,306,BK37,119,15,39,,,false,,BBL geosupport,,40.6767956160305,-73.9838927010975,0101000020E61000002A7F1719F87E52C0AF761E3DA1564440
220105393,Alteration,TO CONVERT EXISTING COMMERCIAL SPACE INTO A CHURCH.,OTHERS,"Industrial, Storage & Utilities",Assembly: Other,Other,2,2,1693,3087,,,,,,,,,,In progress,08/01/2011 12:00:00 AM,02/18/2011,03/25/2011,08/01/2011,,,,1211,BROOK AVENUE,1211 BROOK AVENUE,2001649,2023940030,Bronx,1211,BROOK AVENUE,1211 BROOK AVENUE,2001649,2023940030,2,203,BX01,145,09,16,,,true,,BBL geosupport,,40.8314640020022,-73.9093244672847,0101000020E6100000301C405F327A52C04C3394696D6A4440
120629506,Alteration,FILING TO OBTAIN CERTIFICATE OF OCCUPANCY FOR EXISTING LAYOUT AND USE. LAYOUT FILED AND APPROVED UNDER SEPARATE APPLICATION NO. 104545280,OTHERS,Assembly: Other,Assembly: Other,Other,4,4,26537,26537,,,,,,,,,,In progress (last plan disapproved),04/12/2011 12:00:00 AM,03/11/2011,03/15/2011,,,,,15,MT MORRIS PARK WEST,15 MT MORRIS PARK WEST,1053368,1017200058,Manhattan,15,MT MORRIS PARK WEST,15 MT MORRIS PARK WEST,1053368,1017200058,1,110,MN11,200,03,09,,,true,,BBL geosupport,,40.8050821599082,-73.9456804141185,0101000020E6100000D5C62407867C52C011B3A5EE0C674440
320385221,Alteration,"APPLICATION IS FILED FOR THE ENLARGMENT OF EXISTING BUILDING AND CONVERSION TO NEW CHURCH FACILITY, AS PER PLANS SUBMITTED HEREWITH. OBTAINING OF NEW CERTIFICATE OF OCCUPANCY.",OTHERS,Educational,Assembly: Other,Other,1,2,4511,9652,,,,,,,,,,In progress,06/15/2012 12:00:00 AM,11/01/2011,11/01/2011,06/15/2012,,,,5518,CHURCH AVENUE,5518 CHURCH AVENUE,3103060,3047030007,Brooklyn,5516,CHURCH AVENUE,5516 CHURCH AVENUE,3103060,3047030007,3,317,BK96,938,18,41,,,true,,BBL geosupport,,40.6522961820247,-73.9248984957264,0101000020E6100000EBD07589317B52C0058DF8707E534440
320430262,Alteration,SEE SECTION 24,OTHERS,Educational,Assembly: Other,Other,2,2,7038,12288,,,,,,,,,,Permit issued,04/05/2018 12:00:00 AM,02/14/2012,02/14/2012,05/14/2015,2017-04-25,04/25/2017,,734,JAMAICA AVE.,734 JAMAICA AVE.,3327186,3041030022,Brooklyn,726,JAMAICA AVENUE,726 JAMAICA AVENUE,3327186,3041030022,3,305,BK83,117601,19,37,,,false,,BBL geosupport,,40.6873951278255,-73.8773381393576,0101000020E6100000C004DE4E267852C055B84490FC574440
420548287,Alteration,NO WORK.  WE NEED TO OBTAIN A PLACE OF ASSEMBLY PERMIT,OTHERS,Retail,Assembly: Other,Other,1,1,2912,2912,,,,,,,,,,In progress (last plan disapproved),03/30/2012 12:00:00 AM,03/26/2012,03/26/2012,,,,,80-10,MAIN STREET,80-10 MAIN STREET,4143577,4066340041,Queens,80-10,MAIN STREET,80-10 MAIN STREET,4143577,4066340041,4,408,QN37,77905,28,24,,,true,,BBL geosupport,,40.7171199096149,-73.8171707854409,0101000020E6100000C5ADB1864C7452C0A48DCF95CA5B4440
420604037,Alteration,APPLICATION FILED HEEREWITH TO CONVERT EXISTING MEDICAL OFFICE TO COMMUNITY CENTER. REMOVING AND REPLACING MINOR INTERIOR PARTITIONS AND PLUMBING FIXTURES ALL AS PER PLANS AND APPLICATIONS HEREWITH SUBMITTED.,OTHERS,Educational,Assembly: Other,Other,1,1,3828,3828,0,0,0,0,,,,,,In progress,11/20/2012 12:00:00 AM,08/01/2012,08/20/2012,11/20/2012,,,,195-04,HILLSIDE AVENUE,195-04 HILLSIDE AVENUE,4222368,4104620001,Queens,195-02,HILLSIDE AVENUE,195-02 HILLSIDE AVENUE,4222368,4104620001,4,412,QN07,482,29,23,,,true,,BBL geosupport,,40.7168803133463,-73.7678049320388,0101000020E61000001D344CB7237152C0FF7BEEBBC25B4440
121161394,Alteration,IT IS PROPOSED TO INSTALL NEW PLAYGROUND.,OTHERS,Assembly: Other,Assembly: Other,Other,1,1,1,1,,,,,,2014-06-30,2015-08-07,C- CO,0,Complete,08/07/2015 12:00:00 AM,08/06/2012,08/06/2012,11/19/2012,2013-07-19,07/19/2013,08/07/2015,168,EAST 68TH STREET,168 EAST 68TH STREET,1088866,1014020041,Manhattan,168,EAST 68 STREET,168 EAST 68 STREET,1000000,1014020041,1,108,MN40,120,02,04,,,false,,BBL geosupport,,40.7672053024135,-73.9631169812157,0101000020E6100000CF2268B5A37D52C0839789C833624440
320761868,Alteration,APPLICATION FILE TO CONVERT EXISTING NON-CONFORMING USE INTO A CONFIRMING USE (4).TO INSTALL PLUMBING FIXTURES AND HVAC.,OTHERS,Educational,Assembly: Other,Other,1,1,2000,2000,,,,,,,,,,In progress (last plan disapproved),01/14/2014 12:00:00 AM,05/13/2013,05/13/2013,,,,,504,LINWOOD STREET,504 LINWOOD STREET,3089235,3040180027,Brooklyn,504,LINWOOD STREET,504 LINWOOD STREET,3089235,3040180027,3,305,BK82,1166,19,37,,,true,,BBL geosupport,,40.6729334111673,-73.882573299764,0101000020E6100000CDB3B8147C7852C0B0AC98AE22564440
420871006,Alteration,NO WORK TO BE DONE ON THIS APPLICATION WE ARE FILING TO CHANGE OCCUPANCY USE AT ROOF.,OTHERS,Assembly: Other,Assembly: Other,Other,4,3,14296,14296,,,,,,,,,,Permit issued,07/22/2013 12:00:00 AM,07/15/2013,07/15/2013,07/15/2013,2013-07-22,07/22/2013,,43-29,162ND STREET,43-29 162ND STREET,4122411,4054200017,Queens,43-29,162 STREET,43-29 162 STREET,4122411,4054200017,4,407,QN52,1193,25,20,,,true,,BBL geosupport,,40.7577671728469,-73.8040500069089,0101000020E61000006A01298E757352C00CAEC483FE604440
220335135,Alteration,"CONVERT THE EXISTING 1ST AND 2ND FLOOR TO COMMUNITY FACILITY CENTER. INTERIOR RENOVATION ON 1ST, NEW MEZZANINE AND 2ND FLOOR. OBTAIN A NEW C. OF O.",OTHERS,Retail,Assembly: Other,Other,2,2,7860,8364,,,,,,2014-06-20,2014-06-20,C- CO,0,Complete,06/20/2014 12:00:00 AM,09/16/2013,09/16/2013,10/29/2013,2013-12-04,12/05/2013,06/20/2014,787,EAST 156TH STREET,787 EAST 156TH STREET,2097788,2026760002,Bronx,787,EAST 156 STREET,787 EAST 156 STREET,2097788,2026760002,2,201,BX34,79,08,17,,,false,,BBL geosupport,,40.8179577133261,-73.9046564916708,0101000020E6100000C37557E4E57952C0921F9ED6B2684440
220358342,Alteration,REVISED PW1 AND PW1-A SUBMITTED FOR CORRECTION TO SCHEDULE A,OTHERS,Assembly: Other,Assembly: Other,Other,2,2,15145,229,,,,,,2017-08-03,2017-10-19,C- CO,0,Complete,10/19/2017 12:00:00 AM,02/11/2014,02/11/2014,07/15/2014,2015-06-01,11/13/2015,10/19/2017,2730,BRUCKNER BLVD,2730 BRUCKNER BLVD,2079786,2055370003,Bronx,2730,BRUCKNER BOULEVARD,2730 BRUCKNER BOULEVARD,2079786,2055370003,2,210,BX52,166,08,13,,,false,,BBL geosupport,,40.8296434511941,-73.8330335441395,0101000020E61000003223ED6B507552C00A1CB1C1316A4440
