job_number,job_type,job_description,bldg_type,occ_init,occ_prop,occ_category,stories_init,stories_prop,zoningsft_init,zoningsft_prop,units_init,units_prop,units_net,units_complete,units_incomplete,co_earliest_effectivedate,co_latest_effectivedate,co_latest_certtype,co_latest_units,status,status_date,status_a,status_d,status_p,status_q,status_r,status_x,address_house,address_street,address,bin,bbl,boro,geo_address_house,geo_address_street,geo_address,geo_bin,geo_bbl,geo_boro,geo_cd,geo_ntacode2010,geo_censusblock2010,geo_csd,geo_council,x_dcpedited,x_mixeduse,x_inactive,x_outlier,x_geomsource,x_reason,latitude,longitude,geom,row_number
320820867,Alteration,"CREATE SEPARATE APARTMENT IN BASEMENT - INSTALL ONE KITCHEN, PARTITION AT STAIR & NEW DOOR. NO DEMOLITION, NO CHANGE TO USE.",1-2-3 FAMILY,Residential,Residential: 1 & 2 Family,Residential,3,3,2400,2400,1,2,1,0,,,,,,In progress,05/09/2014 12:00:00 AM,12/17/2013,12/17/2013,05/09/2014,,,,315,MONROE STREET,315 MONROE STREET,3051183,3018140050,Brooklyn,315,MONROE STREET,315 MONROE STREET,3051183,3018140050,3,303,BK75,265,13,36,,,false,,BBL geosupport,,40.6862714793838,-73.9456057306839,0101000020E6100000A20CE6CD847C52C0C4106CBED7574440,2
520353894,New Building,"TWO STORY, ONE FAMILY RESIDENCE WITH ATTACHED TWO CAR GARAGE.",1-2-3 FAMILY,Empty Lot,Residential: 1 & 2 Family,Residential,0,2,0,4740,0,1,1,0,,,,,,Permit issued,08/03/2018 12:00:00 AM,08/03/2018,,,2018-10-02,,,317,HAROLD AVENUE,317 HAROLD AVENUE,5171028,5054030040,Staten Island,,,,,,,,,,,,,,false,,BBL DOB,,40.5319355319394,-74.164942326962,0101000020E6100000C701436A8E8A52C051A1A87616444440,2
220640251,New Building,NEW TEN (10) STORY THIRTY-TWO (32) DWELLING UNITS RESIDENTIAL BUILDING,OTHERS,Empty Lot,Residential: Multi-Family,Residential,0,10,0,22751,0,32,32,0,,,,,,In progress,11/19/2018 12:00:00 AM,03/26/2018,03/26/2018,11/19/2018,,,,3187,GRAND CONCOURSE,3187 GRAND CONCOURSE,2128709,2033110068,Bronx,,GRAND CONCOURSE,,,,,207,BX05,411,10,11,,,false,,BBL DOB,,40.8764664880605,-73.8861866214097,0101000020E6100000DD461748B77852C04621CB0D30704440,2
520135915,New Building,BIB APP-007568. NEW 2 STORY MODULAR DETACHED SINGLE FAMILY HOME (BY OTHERS) W/ HELICAL PILES.,1-2-3 FAMILY,Empty Lot,Residential: 1 & 2 Family,Residential,0,2,0,1036,0,1,1,0,,,,,,Permit issued,12/31/2018 12:00:00 AM,01/09/2018,01/09/2018,02/14/2018,2018-07-17,12/28/2018,,318,COLONY AVENUE,318 COLONY AVENUE,5055177,5038890017,Staten Island,318,COLONY AVENUE,318 COLONY AVENUE,5055177,5038890017,5,502,SI45,11202,31,50,,,false,,BBL geosupport,,40.5708891310412,-74.0934997930871,0101000020E61000007E5F8EE6FB8552C065BB21E512494440,2
421699781,New Building,"THIS APPLICATION IS FILED FOR A NEW ONE STORY, DETACHED MASONRY GARAGE IN REAR YARD.",1-2-3 FAMILY,Garage/Miscellaneous,Garage/Miscellaneous,Residential,0,1,0,600,0,1,1,0,,,,,,In progress (last plan disapproved),11/21/2018 12:00:00 AM,11/14/2018,11/14/2018,,,,,319,38 ROAD,319 38 ROAD,4168537,4080680031,Queens,319,38 ROAD,319 38 ROAD,4168537,4080680031,4,411,QN45,1483,26,19,,,false,,BBL geosupport,,40.7729328585429,-73.7463493401306,0101000020E610000021D00530C46F52C00CB9C276EF624440,2
320447833,New Building,FILING FOR THE NEW CONSTRUCTION OF A 3 UNIT DWELLING. LOCATED AT 319 JEROME STREET,1-2-3 FAMILY,Empty Lot,Residential: Multi-Family,Residential,0,3,0,8697,0,3,3,3,0,2014-10-15,2015-09-24,C- CO,3,Complete,09/24/2015 12:00:00 AM,03/14/2012,03/14/2012,04/30/2012,2012-05-22,06/04/2012,09/24/2015,319,JEROME STREET,319 JEROME STREET,3424186,3039980006,Brooklyn,319,JEROME STREET,319 JEROME STREET,3424186,3039980006,3,305,BK82,1150,19,37,,,false,,BBL geosupport,,40.6741030573766,-73.8866752404662,0101000020E61000006BFE8149BF7852C071C84C0249564440,2
121331184,Alteration,"CONVERSION, RENOVATION AND BULK AREA TRANSFER OF EXISTING BUILDING. NEW CERTIFICATE OF OCCUPANCY TO BE OBTAINED.",OTHERS,Commercial,Residential: Multi-Family,Residential,6,6,16412,16412,0,5,5,0,,,,,,Withdrawn,05/08/2013 12:00:00 AM,04/05/2013,04/09/2013,,,,,31,BOND STREET,31 BOND STREET,1008429,1005290025,Manhattan,31,BOND STREET,31 BOND STREET,1008429,1005290025,1,102,MN23,5502,02,01,,,true,,BBL geosupport,,40.7260816592633,-73.9936324540011,0101000020E6100000718B93AC977F52C071616A3EF05C4440,2
321184614,New Building,"PROPOSED NEW BUILDING WITH HELICAL PILE FOUNDATION, GRADE BEAMS AND CRAWL SPAC E.BIB APPLICATION # 009155.",1-2-3 FAMILY,Empty Lot,Residential: 1 & 2 Family,Residential,0,3,0,841,0,1,1,0,,,,,,Permit issued,04/02/2018 12:00:00 AM,02/07/2017,02/07/2017,04/17/2017,2017-12-01,,,31,LINCOLN TERRACE,31 LINCOLN TERRACE,3247612,3087960149,Brooklyn,31,LINCOLN TERRACE,31 LINCOLN TERRACE,3247612,3087960149,3,315,BK17,622,22,48,,,false,,BBL geosupport,,40.5844223140209,-73.9382997138942,0101000020E610000064413E1A0D7C52C0E1E2B259CE4A4440,2
420653518,New Building,"REPLACEMENT OF EXISTING STORM DAMAGED SINGLE FAMILY RESIDENCE WITH NEW, NO CHANGE TO EXISITNG USE OR OCCUPANCY PROPOSED UNDER THIS APPLICATION, THIS APPLICATION FILED AS PART OF BUILD IT BACK PROGRAM",1-2-3 FAMILY,Empty Lot,Residential: 1 & 2 Family,Residential,0,3,0,1249,0,1,1,0,,,,,,Withdrawn,03/06/2015 12:00:00 AM,03/04/2015,03/06/2015,,,,,31,WEST 15TH RD,31 WEST 15TH RD,4617582,4153190057,Queens,31,WEST 15 ROAD,31 WEST 15 ROAD,4617582,4153190057,4,414,QN10,107201,27,32,,,false,,BBL geosupport,,40.6026556291987,-73.8217319009699,0101000020E6100000BB2F6641977452C05214D5D1234D4440,2
421312573,New Building,PROPOSED 1-FAMILY DWELLING,1-2-3 FAMILY,Empty Lot,Residential: 1 & 2 Family,Residential,0,2,0,2878,0,1,1,0,,,,,,In progress (last plan disapproved),07/08/2016 12:00:00 AM,04/14/2016,04/14/2016,,,,,320,KENMORE ROAD,320 KENMORE ROAD,4168024,4080170019,Queens,320,KENMORE ROAD,320 KENMORE ROAD,4168024,4080170019,4,411,QN45,1483,26,19,,,false,,BBL geosupport,,40.7804370525082,-73.7507051382728,0101000020E61000008674908D0B7052C0F98D805CE5634440,2
321120274,Alteration,PROPOSED HORIZONTAL AND VERTICAL ENLARGEMENT TO EXISTING THREE STORY; CONSTRUCT INTERIOR PARTITIONS; INSTALL PLUMBING FIXTURES AND RELATED PIPING AS SHOWN ON DRAWINGS FILED HEREWITH.,OTHERS,Residential: Multi-Family,Residential: Multi-Family,Residential,3,5,3540,7962,3,8,5,0,,,,,,Withdrawn,08/17/2015 12:00:00 AM,04/29/2015,04/29/2015,,,,,320,LINDEN BLVD,320 LINDEN BLVD,3108517,3048680043,Brooklyn,320,LINDEN BOULEVARD,320 LINDEN BOULEVARD,3108517,3048680043,3,317,BK95,818,17,40,,,false,,BBL geosupport,,40.6524273827081,-73.9474754832329,0101000020E6100000CF8F3570A37C52C084DF8FBD82534440,2
421717100,New Building,NEW BUILDING (3 FAMILIES),1-2-3 FAMILY,Empty Lot,Residential: Multi-Family,Residential,0,3,0,3060,0,3,3,0,,,,,,In progress (last plan disapproved),01/03/2019 12:00:00 AM,12/21/2018,12/21/2018,,,,,32-11,60 STREET,32-11 60 STREET,4026146,4011610030,Queens,32-11,60 STREET,32-11 60 STREET,4026146,4011610030,4,401,QN63,297,30,26,,,false,,BBL geosupport,,40.7555615617956,-73.9021642887676,0101000020E61000000EF8480FBD7952C07203C33DB6604440,2
421462054,New Building,NEW BUILDING (3 FAMILIES),1-2-3 FAMILY,Empty Lot,Residential: Multi-Family,Residential,0,3,0,3060,0,3,3,0,,,,,,In progress (last plan disapproved),06/12/2017 12:00:00 AM,05/31/2017,05/31/2017,,,,,32-15,60 STREET,32-15 60 STREET,4548904,4011610029,Queens,32-15,60 STREET,32-15 60 STREET,4548904,4011610029,4,401,QN63,297,30,26,,,false,,BBL geosupport,,40.7554929385999,-73.9021518868525,0101000020E6100000998344DBBC7952C0A5D21BFEB3604440,2
420919956,New Building,FILE 4 STORY NEW BUILDING,OTHERS,Empty Lot,Residential: Multi-Family,Residential,0,4,0,31946,0,6,6,0,,,,,,In progress (last plan disapproved),06/20/2014 12:00:00 AM,12/05/2013,12/05/2013,,,,,32-17,112 ST,32-17 112 ST,4539183,4017060047,Queens,32-17,112 STREET,32-17 112 STREET,4539183,4017060047,4,403,QN27,373,24,21,,,false,,BBL geosupport,,40.7590361689797,-73.8577519305875,0101000020E6100000137D5A68E57652C0DF1FE11828614440,2
421329743,Alteration,"ALTERATION-TYPE 1 LEGALIZATION APPLICATION FILED TO CONVERT 1-FAM TO 2-FAM, WI TH PARTIAL INTERIOR RENOVATION OF EXISTING 1ST FLOOR: INTERIOR FINISHES, LIGHT ING AND PLUMBING FIXTURES. NEW HORIZONTAL ENLARGEMENT AT 1ST FLOOR REAR WITH W ALL, FLOOR AND CEILING FINISHES.",1-2-3 FAMILY,Residential,Residential: 1 & 2 Family,Residential,2,2,1460,1700,1,2,1,0,,,,,,Withdrawn,02/26/2018 12:00:00 AM,07/26/2016,07/26/2016,,,,,32-18,93RD STREET,32-18 93RD STREET,4034854,4014220014,Queens,32-18,93 STREET,32-18 93 STREET,4034854,4014220014,4,403,QN28,351,30,21,,,false,,BBL geosupport,,40.7580761736987,-73.8756927022603,0101000020E6100000726367590B7852C0D4F4DAA308614440,2
122143439,New Building,FILING NEW BUILDING APPLICATION FOR EIGHT-STORY RESIDENTIAL BUILDING.,OTHERS,Empty Lot,Residential: Multi-Family,Residential,0,8,0,23786,0,21,21,21,0,2017-10-26,2018-10-01,T- TCO,21,Complete,02/03/2017 12:00:00 AM,03/17/2015,03/17/2015,04/18/2016,2015-11-19,04/21/2016,,321,EAST 60TH STREET,321 EAST 60TH STREET,1802493,1014350015,Manhattan,321,EAST 60 STREET,321 EAST 60 STREET,1000000,1014350015,1,108,MN31,110,02,05,,,false,,BBL geosupport,,40.7609437553961,-73.9625329121605,0101000020E610000062C3A4239A7D52C0C4C2DF9A66614440,2
421029274,New Building,PROPOSED 3 THREE-FAMILY DWELLINGS.,1-2-3 FAMILY,Empty Lot,Residential: Multi-Family,Residential,0,4,0,6668,0,3,3,0,,,,,,In progress (last plan disapproved),10/02/2014 12:00:00 AM,09/17/2014,09/17/2014,,,,,32-29,LINDEN PLACE,32-29 LINDEN PLACE,4112035,4049520001,Queens,32-27,LINDEN PLACE,32-27 LINDEN PLACE,4000000,4049520001,4,407,QN22,88901,25,20,,,false,,BBL geosupport,,40.7668552694217,-73.8312122572146,0101000020E61000005931E594327552C040773F5028624440,2
320909273,New Building,CONSTRUCT FIVE (5) STORY RESIDENTIAL BUILDING,OTHERS,Empty Lot,Residential: Multi-Family,Residential,0,5,0,6211,0,8,8,0,,,,,,Withdrawn,09/27/2016 12:00:00 AM,09/09/2015,09/10/2015,,,,,322,LINCOLN ROAD,322 LINCOLN ROAD,3820653,3050300026,Brooklyn,322,LINCOLN ROAD,322 LINCOLN ROAD,3000000,3050300026,3,309,BK60,800,17,40,,,false,,BBL geosupport,,40.6612452191336,-73.9520561608673,0101000020E610000055B8F67CEE7C52C05468EFAEA3544440,2
420346227,New Building,ONE NEW TWO STORY TWO FAMILY BUILDING.,1-2-3 FAMILY,Empty Lot,Residential: 1 & 2 Family,Residential,0,2,0,3168,0,2,2,2,0,2012-04-25,2012-04-25,C- CO,2,Complete,04/25/2012 12:00:00 AM,04/20/2011,04/20/2011,08/01/2011,2011-08-04,09/19/2011,04/25/2012,32-31,112 STREET,32-31 112 STREET,4541369,4017060041,Queens,32-31,112 STREET,32-31 112 STREET,4541369,4017060041,4,403,QN27,373,24,21,,,false,,BBL geosupport,,40.7587760775455,-73.8577037158643,0101000020E6100000E152209EE47652C0CB0513931F614440,2
421520857,New Building,PROPOSED 2 STORY / 1 FAMILY DWELLING.,1-2-3 FAMILY,Empty Lot,Residential: 1 & 2 Family,Residential,0,2,0,4320,0,1,1,0,,,,,,Permit issued,08/22/2018 12:00:00 AM,06/23/2017,06/23/2017,12/22/2017,2018-06-04,,,32-41,214 STREET,32-41 214 STREET,4134748,4060550104,Queens,32-41,214 STREET,32-41 214 STREET,4134748,4060550104,4,411,QN46,1093,26,19,,,false,,BBL geosupport,,40.7727978635812,-73.7732621066243,0101000020E610000001CC58207D7152C00040570AEB624440,2
420038328,Alteration,CONVERT 1 TO 2 FAM. AS PER PLAN,1-2-3 FAMILY,Residential: 1 & 2 Family,Residential: 1 & 2 Family,Residential,2,2,2126,2126,1,2,1,0,,,,,,Permit issued,07/14/2010 12:00:00 AM,06/24/2009,06/24/2009,06/24/2010,2010-07-14,07/14/2010,,32-41,84 STREET,32-41 84 STREET,4034637,4014140055,Queens,32-41,84 STREET,32-41 84 STREET,4034637,4014140055,4,403,QN28,337,30,25,,,true,,BBL geosupport,,40.7566603275481,-73.8833825083804,0101000020E61000008BD6C956897852C0F97FE03EDA604440,2
322024527,New Building,NEW 4 STORY 2 FAMILY NEW BUILDING LOCATED IN A LANDMARK DISTRICT OF BEDFORD STUYVESANT/EXPANDED STUYVESANT HEIGHTS HISTORIC DISTRICT,1-2-3 FAMILY,Empty Lot,Residential: 1 & 2 Family,Residential,0,4,0,3328,0,2,2,0,,,,,,In progress,12/04/2018 12:00:00 AM,12/03/2018,12/03/2018,,,,,324,MACON STREET,324 MACON STREET,3843358,3016690002,Brooklyn,324,MACON STREET,324 MACON STREET,3000000,3016690002,3,303,BK35,273,13,36,,,false,,BBL geosupport,,40.6822255660798,-73.9376532122165,0101000020E6100000675D9E82027C52C06867D72A53574440,2
210177887,New Building,PROPOSED A 7 STORY BUILDING WITH CELLAR.,OTHERS,Empty Lot,Residential: Multi-Family,Residential,0,7,0,30433,0,43,43,0,,,,,,Withdrawn,09/14/2018 12:00:00 AM,03/06/2018,03/10/2018,,,,,3254,PARKSIDE PLACE,3254 PARKSIDE PLACE,2128980,2033550061,Bronx,3254,PARKSIDE PLACE,3254 PARKSIDE PLACE,2000000,2033550061,2,207,BX43,42901,10,11,,,false,,BBL geosupport,,40.8755404500061,-73.8731466340726,0101000020E6100000157D6BA2E17752C0F98C9FB511704440,2
320911901,New Building,"APPLICATION IS FILED FOR NEW 5-STORY WITH CELLAR, 5-UNIT RESIDENTIAL BUILDING.",OTHERS,Empty Lot,Residential: Multi-Family,Residential,0,5,0,6459,0,5,5,0,,,,,,In progress,11/01/2018 12:00:00 AM,04/02/2018,04/17/2018,11/01/2018,,,,326,AVENUE U,326 AVENUE U,3856490,3071240017,Brooklyn,326,AVENUE U,326 AVENUE U,3000000,3071240017,3,315,BK26,398,21,47,,,false,,BBL geosupport,,40.5968829537408,-73.9720796362481,0101000020E6100000C4B2818D367E52C0A6ED1EA9664C4440,2
123075420,Alteration,"ALT 1 FILING WITH NEW BUILDING REQUIREMENTS, VERTICAL ENLARGEMENT OF EXISTING MULTIPLE DWELLING PREMISES.",OTHERS,Residential,Residential: Multi-Family,Residential,4,8,13225,19099,16,30,14,0,,,,,,In progress,04/20/2017 12:00:00 AM,04/13/2017,04/13/2017,,,,,327,EAST 109TH ST,327 EAST 109TH ST,1076384,1016810014,Manhattan,327,EAST 109 STREET,327 EAST 109 STREET,1076384,1016810014,1,111,MN34,180,04,08,,,false,,BBL geosupport,,40.7922340012957,-73.9396590233526,0101000020E610000034AC995F237C52C0102C7BEC67654440,2
421326862,New Building,"WE RE FILING THIS NEW BUILDING, A FOUR STORY FOUR FAMILY DWELLING",OTHERS,Empty Lot,Residential: Multi-Family,Residential,0,4,0,3982,0,4,4,0,,,,,,In progress,03/28/2017 12:00:00 AM,05/23/2016,05/23/2016,03/28/2017,,,,32-82,37 STREET,32-82 37 STREET,4009756,4006470070,Queens,32-82,37 STREET,32-82 37 STREET,4009756,4006470070,4,401,QN70,59,30,22,,,false,,BBL geosupport,,40.7578566244351,-73.9224569874616,0101000020E610000052470889097B52C0BC80247201614440,2
104744608,Alteration,ERECT VERTICAL ENLARGEMENT ON EXISTING COMMERCIAL BUILDING. OBTAIN NEW C. OF O.,OTHERS,Commercial,Residential: Multi-Family,Residential,2,6,3030,6711,0,5,5,5,0,2017-03-17,2017-03-17,C- CO,5,Complete,03/17/2017 12:00:00 AM,04/30/2007,04/30/2007,10/20/2010,2011-03-07,01/07/2014,03/17/2017,328,GRAND STREET,328 GRAND STREET,1088496,1004080026,Manhattan,328,GRAND STREET,328 GRAND STREET,1088496,1004087503,1,103,MN27,18,02,01,,,false,,BBL geosupport,,40.7172531448325,-73.9902387096308,0101000020E61000003E462E12607F52C01C0178F3CE5B4440,2
220472691,New Building,NEW TWELVE (12) STORY RESIDENTIAL BUILDING.,OTHERS,Empty Lot,Residential: Multi-Family,Residential,0,12,0,66396,0,91,91,91,0,2018-12-07,2018-12-07,T- TCO,91,Complete,08/31/2018 12:00:00 AM,08/10/2015,08/10/2015,02/23/2016,2015-12-01,04/19/2016,,329,EAST 132ND STREET,329 EAST 132ND STREET,2129035,2022950040,Bronx,329,EAST 132 STREET,329 EAST 132 STREET,2129035,2022950040,2,201,BX39,19,07,08,,,false,,BBL geosupport,,40.8059764432437,-73.9269766234235,0101000020E6100000A870C295537B52C0FE89703C2A674440,2
121181862,Alteration,PROPOSED TWO STORY VERTICAL ENLARGEMENT OF EXISTING 3 STORY BRICK BUILDING AS PER PLAN. INTERIOR RENOVATION & PLUMBING WORK ON EXISTING FLOORS.  OBTAIN A NEW C OF O.,OTHERS,Residential,Residential: Multi-Family,Residential,3,5,3233,4953,2,6,4,0,,,,,,In progress (last plan disapproved),03/29/2012 12:00:00 AM,02/14/2012,02/16/2012,,,,,329,GRAND STREET,329 GRAND STREET,1004008,1003090014,Manhattan,329,GRAND STREET,329 GRAND STREET,1004008,1003090014,1,103,MN27,16,02,01,,,true,,BBL geosupport,,40.7169271813893,-73.990452650268,0101000020E6100000CF488393637F52C01AD71645C45B4440,2
520356098,New Building,"TWO FAMILY RESIDENCE FILED IN CONJUNCTION WITH BPP BY OTHERS, SD1-2 BY OTHERS. EXHIBIT III FILED WITH COUNTY CLERK LANDOC# 686351.  CURB CUT AND CONSTRUCTION FENCE TO BE  FILED IN DOB NOW.",1-2-3 FAMILY,Empty Lot,Residential: 1 & 2 Family,Residential,0,2,0,2499,0,2,2,0,,,,,,Permit issued,01/07/2019 12:00:00 AM,09/12/2018,09/12/2018,10/04/2018,2018-10-16,11/08/2018,,329,HARBOR ROAD,329 HARBOR ROAD,5170246,5012340030,Staten Island,,HARBOR ROAD,,,,,501,SI12,231,31,49,,,false,,BBL DOB,,40.6283149415264,-74.1600479574468,0101000020E6100000A4C1C9393E8A52C0D7B8BE9F6C504440,2
520294191,New Building,PROPOSED 3-STORY; 2-FAMILY RESIDENCE WITH ACCESSORY 1-CAR ATTACHED GARAGE AND ACCESSORY 2-CAR PARKING PAD.,1-2-3 FAMILY,Empty Lot,Residential: 1 & 2 Family,Residential,0,3,0,2059,0,2,2,0,0,,,,,Complete,01/17/2019 12:00:00 AM,08/23/2017,08/23/2017,11/08/2017,2017-11-16,03/01/2018,01/17/2019,32,BAYONNE COURT,32 BAYONNE COURT,5169854,5011160143,Staten Island,32,BAYONNE COURT,32 BAYONNE COURT,5000000,5011160143,5,501,SI28,207,31,49,,,false,,BBL geosupport,,40.6377258282162,-74.1414922065204,0101000020E610000038E953350E8952C06800FCFFA0514440,2
321791879,New Building,"SUPERSEDE JOB 320627951 & 310127163.  BUILD NEW 6 STORY PLUS CELLAR COMMERCIAL STORE, AMBULATORY DIAGNOSTIC OR TREATMENT HEALTH CARE FACILITY OFFICES & RESIDENTIAL APARTMENT MIXED USE BUILDING.",OTHERS,Empty Lot,Residential: Multi-Family,Residential,0,6,0,46785,0,51,51,0,,,,,,In progress (last plan disapproved),11/28/2018 12:00:00 AM,06/28/2018,06/28/2018,,,,,32,INDIA STREET,32 INDIA STREET,3418260,3025390001,Brooklyn,30,INDIA STREET,30 INDIA STREET,3000000,3025390001,3,301,BK76,565,14,33,,true,false,,BBL geosupport,,40.7316742471533,-73.9591842895204,0101000020E6100000F0948046637D52C0A86C7180A75D4440,2
420487306,Alteration,FILING PLANS & DOCS TO INSTALL NEW EXT.BASMT STEPS & DOOR OPNG TO BASMT & INSTALL NEW ENCLOSED STAIRS FROM 2ND FLR TO 3RD FLR.CONVERT EXISTG 2 FAM. TO 3 FAM.1ST FLR APT HAS ITS OWN EXT.ENTRANCE.2ND FLR APT HAS ITS OWN EXT.ENTRANCE. NEW BASMT-DUPLEX APT IS PART OF 1ST FLR DUPLEXAPT WILL HAVE IST EXT. ENTRANCE 2ND & 3RD FLR APT WILL SHARE A COMMON EXT. EXTRANCE OBTAIN NEW C.O.,OTHERS,Residential: 1 & 2 Family,Residential: Multi-Family,Residential,4,4,3827,3827,2,3,1,1,0,2016-09-21,2016-09-21,C- CO,3,Complete,09/21/2016 12:00:00 AM,09/28/2011,10/20/2011,03/04/2013,2013-09-20,10/31/2013,09/21/2016,33-15,89 STREET,33-15 89 STREET,4035439,4014370057,Queens,33-15,89 STREET,33-15 89 STREET,4035439,4014370057,4,403,QN28,277,30,25,,,false,,BBL geosupport,,40.7557254919964,-73.8784763470679,0101000020E6100000D33DDBF4387852C06370E89CBB604440,2
220123596,Alteration,HORIZONTAL EXTENSION AT SECOND FLOOR AND ATTIC (DESIGNATION TO BE CHANGED FROM ATTIC TO 3RD FLOOR). CONSTRUCT PARTITIONS AND INSTALL STAIR AS SHOWN ON PLANS. NUMBER OF APARTMENTS BEING INCREASED FROM 2 TO 4.  SUPERSEDE CO #200875348F.,OTHERS,Residential: 1 & 2 Family,Residential: Multi-Family,Residential,4,4,5970,7571,2,4,2,0,,,,,,Permit issued,03/06/2013 12:00:00 AM,06/10/2011,08/05/2011,12/27/2012,2013-03-06,03/06/2013,,3322,BAINBRIDGE AVENUE,3322 BAINBRIDGE AVENUE,2018236,2033430340,Bronx,3322,BAINBRIDGE AVENUE,3322 BAINBRIDGE AVENUE,2018236,2033430340,2,207,BX43,419,10,11,,,true,,BBL geosupport,,40.8784278105359,-73.8789693752848,0101000020E61000002642C408417852C00A138F5270704440,2
320560825,Alteration,"EXISTING ONE FAMILY CONVERT TO TWO FAMILY,OBTAIN NEW C OF O.",1-2-3 FAMILY,Residential,Residential: Multi-Family,Residential,3,3,2000,3400,1,2,1,0,,,,,,Withdrawn,10/15/2012 12:00:00 AM,10/15/2012,,,,,,333,43TH STREET,333 43TH STREET,3010827,3007230063,Brooklyn,333,43 STREET,333 43 STREET,3010827,3007230063,3,307,BK32,82,15,38,,,true,,BBL geosupport,,40.6513205308188,-74.0095770368916,0101000020E61000007E0F01E99C8052C0418A9D785E534440,2
121374967,Alteration,NO WORK APPLICATION TO AMEND THE CERTIFICATE OF OCCUPANCY. ALL WORK IS DONE UNDER APPLICATION JOB NUMBER 103185018.,OTHERS,Residential,Residential: Multi-Family,Residential,5,5,9066,9066,15,16,1,0,,,,,,Withdrawn,10/25/2012 12:00:00 AM,09/12/2012,09/12/2012,,,,,333,EAST 81 STREET,333 EAST 81 STREET,1049848,1015440013,Manhattan,333,EAST 81 STREET,333 EAST 81 STREET,1049848,1015440013,1,108,MN32,138,02,05,,,true,,BBL geosupport,,40.7743631449447,-73.9528079205499,0101000020E61000006D8812CEFA7C52C0F861DF541E634440,2
520134532,New Building,NEW ONE STORY ONE FAMILY DWELLING WITH PARKING FOR ONE CAR.  LOCATED WITHIN THE FLOOD DISTRICT AND WETLANDS.,1-2-3 FAMILY,Empty Lot,Residential: 1 & 2 Family,Residential,0,2,0,816,0,1,1,0,,,,,,In progress,02/24/2014 12:00:00 AM,08/14/2013,08/14/2013,02/24/2014,,,,333,HUNTER AVENUE,333 HUNTER AVENUE,5053312,5036790011,Staten Island,333,HUNTER AVENUE,333 HUNTER AVENUE,5053312,5036790011,5,502,SI36,11201,31,50,,,false,,BBL geosupport,,40.5786602584639,-74.0979602650128,0101000020E610000069A221FB448652C078CC128A114A4440,2
121181103,New Building,ERECT A NEW HOTEL BUILDING AS SHOWN ON DRAWINGS FILED HEREWITH.,OTHERS,Empty Lot,Hotel or Dormitory,Other,0,21,0,28099,0,79,79,0,,,,,,In progress,05/09/2012 12:00:00 AM,11/09/2011,11/10/2011,05/09/2012,,,,333,WEST 38TH STREET,333 WEST 38TH STREET,1090648,1007620016,Manhattan,333,WEST 38 STREET,333 WEST 38 STREET,1090648,1007620016,1,104,MN15,115,02,03,,,true,,BBL geosupport,,40.7555502223427,-73.9930329601105,0101000020E610000095E11DDA8D7F52C049B9A3DEB5604440,2
420653643,New Building,HEREWITH FILING NEW BUILDING AS PART OF THE BUILDD IT BACK PROGRAM # APP-004061,1-2-3 FAMILY,Empty Lot,Residential: 1 & 2 Family,Residential,0,4,0,2231,0,1,1,0,,,,,,In progress,09/01/2017 12:00:00 AM,03/27/2015,03/27/2015,08/12/2015,,,,335,BEACH 149 STREET,335 BEACH 149 STREET,4607402,4163060018,Queens,335,BEACH 149 STREET,335 BEACH 149 STREET,4607402,4163060018,4,414,QN10,922,27,32,,,false,,BBL geosupport,,40.5714644620841,-73.8656163037653,0101000020E61000009AE3EC41667752C020BD5BBF25494440,2
320927903,Alteration,"PROPOSE INTERIOR RENOVATIONS TO EXISTING ONE FAMILY DWELLING, PROPOSE REAR HORIZONTAL EXTENSION OF BASEMENT,FIRST AND SECOND FLOORS. PROPOSE CONVERSION FROM ONE FAMILY DWELLING TO A TWO FAMILY DWELLING. APPLICATION FILED TO CORRECT ECB VIOLATIONS# 34817721H, 34781237Y & 34847084L.",1-2-3 FAMILY,Residential,Residential: 1 & 2 Family,Residential,2,2,2106,2907,1,2,1,0,,,,,,Permit issued,07/23/2014 12:00:00 AM,05/20/2014,05/27/2014,07/10/2014,2014-07-23,,,335,WYONA STREET,335 WYONA STREET,3084167,3037580015,Brooklyn,335,WYONA STREET,335 WYONA STREET,3084167,3037580015,3,305,BK85,1158,19,42,,,false,,BBL geosupport,,40.6706373534174,-73.8923196267311,0101000020E6100000E798C7C31B7952C0AE33DE71D7554440,2
121189873,New Building,ERECT 8 STORY BUILDING,OTHERS,Empty Lot,Residential: Multi-Family,Residential,0,8,0,20160,0,24,24,0,,,,,,Permit issued,12/24/2018 12:00:00 AM,09/17/2015,09/21/2015,,2018-07-06,,,336,EAST 112TH STREET,336 EAST 112TH STREET,1090607,1016830034,Manhattan,336,EAST 112 STREET,336 EAST 112 STREET,1000000,1016830034,1,111,MN34,180,04,08,,,false,,BBL geosupport,,40.7935900130338,-73.9382057540469,0101000020E61000003BA325900B7C52C0CE34885B94654440,2
